Lookup,Yr,Org4Code,DistName,Expr1,FTEPupils,Value(FTEPupils)
03152018FTEs,2018,0315,Wayland,FTEs,"2,774.7","2,774.7"
03162018FTEIn,2018,0316,Webster,FTEIn,"1,865.5","1,865.5"
03162018FTEOut,2018,0316,Webster,FTEOut,210.6,210.6
03162018FTEs,2018,0316,Webster,FTEs,"2,076.1","2,076.1"
03172018FTEIn,2018,0317,Wellesley,FTEIn,"5,002.4","5,002.4"
03172018FTEOut,2018,0317,Wellesley,FTEOut,73.7,73.7
03172018FTEs,2018,0317,Wellesley,FTEs,"5,076.1","5,076.1"
03182018FTEIn,2018,0318,Wellfleet,FTEIn,113.6,113.6
03182018FTEOut,2018,0318,Wellfleet,FTEOut,16.0,16.0
03182018FTEs,2018,0318,Wellfleet,FTEs,129.6,129.6
03212018FTEIn,2018,0321,Westborough,FTEIn,"3,971.7","3,971.7"
03212018FTEOut,2018,0321,Westborough,FTEOut,59.7,59.7
03212018FTEs,2018,0321,Westborough,FTEs,"4,031.4","4,031.4"
03222018FTEIn,2018,0322,West Boylston,FTEIn,908.8,908.8
03222018FTEOut,2018,0322,West Boylston,FTEOut,101.1,101.1
03222018FTEs,2018,0322,West Boylston,FTEs,"1,009.9","1,009.9"
03232018FTEIn,2018,0323,West Bridgewater,FTEIn,"1,292.8","1,292.8"
03232018FTEOut,2018,0323,West Bridgewater,FTEOut,39.3,39.3
03232018FTEs,2018,0323,West Bridgewater,FTEs,"1,332.1","1,332.1"
03252018FTEIn,2018,0325,Westfield,FTEIn,"5,421.2","5,421.2"
03252018FTEOut,2018,0325,Westfield,FTEOut,250.1,250.1
03252018FTEs,2018,0325,Westfield,FTEs,"5,671.3","5,671.3"
03262018FTEIn,2018,0326,Westford,FTEIn,"5,066.9","5,066.9"
03262018FTEOut,2018,0326,Westford,FTEOut,82.2,82.2
03262018FTEs,2018,0326,Westford,FTEs,"5,149.1","5,149.1"
03272018FTEIn,2018,0327,Westhampton,FTEIn,121.5,121.5
03272018FTEOut,2018,0327,Westhampton,FTEOut,33.9,33.9
03272018FTEs,2018,0327,Westhampton,FTEs,155.4,155.4
03302018FTEIn,2018,0330,Weston,FTEIn,"2,104.1","2,104.1"
03302018FTEOut,2018,0330,Weston,FTEOut,34.7,34.7
03302018FTEs,2018,0330,Weston,FTEs,"2,138.8","2,138.8"
03312018FTEIn,2018,0331,Westport,FTEIn,"1,439.2","1,439.2"
03312018FTEOut,2018,0331,Westport,FTEOut,103.0,103.0
03312018FTEs,2018,0331,Westport,FTEs,"1,542.2","1,542.2"
03322018FTEIn,2018,0332,West Springfield,FTEIn,"4,184.6","4,184.6"
03322018FTEOut,2018,0332,West Springfield,FTEOut,162.1,162.1
03322018FTEs,2018,0332,West Springfield,FTEs,"4,346.7","4,346.7"
03352018FTEIn,2018,0335,Westwood,FTEIn,"3,127.3","3,127.3"
03352018FTEOut,2018,0335,Westwood,FTEOut,22.9,22.9
03352018FTEs,2018,0335,Westwood,FTEs,"3,150.2","3,150.2"
03362018FTEIn,2018,0336,Weymouth,FTEIn,"5,949.2","5,949.2"
03362018FTEOut,2018,0336,Weymouth,FTEOut,382.7,382.7
03362018FTEs,2018,0336,Weymouth,FTEs,"6,331.9","6,331.9"
03372018FTEIn,2018,0337,Whately,FTEIn,139.3,139.3
03372018FTEOut,2018,0337,Whately,FTEOut,16.8,16.8
03372018FTEs,2018,0337,Whately,FTEs,156.1,156.1
03402018FTEIn,2018,0340,Williamsburg,FTEIn,165.9,165.9
03402018FTEOut,2018,0340,Williamsburg,FTEOut,48.8,48.8
03402018FTEs,2018,0340,Williamsburg,FTEs,214.7,214.7
03412018FTEIn,2018,0341,Williamstown,FTEIn,457.1,457.1
03412018FTEOut,2018,0341,Williamstown,FTEOut,9.5,9.5
03412018FTEs,2018,0341,Williamstown,FTEs,466.6,466.6
03422018FTEIn,2018,0342,Wilmington,FTEIn,"3,309.8","3,309.8"
03422018FTEOut,2018,0342,Wilmington,FTEOut,84.3,84.3
03422018FTEs,2018,0342,Wilmington,FTEs,"3,394.1","3,394.1"
03432018FTEIn,2018,0343,Winchendon,FTEIn,"1,267.3","1,267.3"
03432018FTEOut,2018,0343,Winchendon,FTEOut,200.9,200.9
03432018FTEs,2018,0343,Winchendon,FTEs,"1,468.2","1,468.2"
03442018FTEIn,2018,0344,Winchester,FTEIn,"4,649.7","4,649.7"
03442018FTEOut,2018,0344,Winchester,FTEOut,64.4,64.4
03442018FTEs,2018,0344,Winchester,FTEs,"4,714.1","4,714.1"
03462018FTEIn,2018,0346,Winthrop,FTEIn,"1,986.9","1,986.9"
03462018FTEOut,2018,0346,Winthrop,FTEOut,40.7,40.7
03462018FTEs,2018,0346,Winthrop,FTEs,"2,027.6","2,027.6"
03472018FTEIn,2018,0347,Woburn,FTEIn,"4,594.3","4,594.3"
03472018FTEOut,2018,0347,Woburn,FTEOut,153.7,153.7
03472018FTEs,2018,0347,Woburn,FTEs,"4,748.0","4,748.0"
03482018FTEIn,2018,0348,Worcester,FTEIn,"25,559.0","25,559.0"
03482018FTEOut,2018,0348,Worcester,FTEOut,"3,154.1","3,154.1"
03482018FTEs,2018,0348,Worcester,FTEs,"28,713.1","28,713.1"
03492018FTEIn,2018,0349,Worthington,FTEIn,64.5,64.5
03492018FTEOut,2018,0349,Worthington,FTEOut,72.3,72.3
03492018FTEs,2018,0349,Worthington,FTEs,136.8,136.8
03502018FTEIn,2018,0350,Wrentham,FTEIn,"1,019.1","1,019.1"
03502018FTEOut,2018,0350,Wrentham,FTEOut,28.3,28.3
03502018FTEs,2018,0350,Wrentham,FTEs,"1,047.4","1,047.4"
04062018FTEIn,2018,0406,Northampton-Smith Vocational Agricultural,FTEIn,488.9,488.9
04062018FTEOut,2018,0406,Northampton-Smith Vocational Agricultural,FTEOut,0.0,0.0
04062018FTEs,2018,0406,Northampton-Smith Vocational Agricultural,FTEs,488.9,488.9
06002018FTEIn,2018,0600,Acton-Boxborough,FTEIn,"5,632.3","5,632.3"
06002018FTEOut,2018,0600,Acton-Boxborough,FTEOut,129.4,129.4
06002018FTEs,2018,0600,Acton-Boxborough,FTEs,"5,761.7","5,761.7"
06032018FTEIn,2018,0603,Adams-Cheshire,FTEIn,"1,202.2","1,202.2"
06032018FTEOut,2018,0603,Adams-Cheshire,FTEOut,215.9,215.9
06032018FTEs,2018,0603,Adams-Cheshire,FTEs,"1,418.1","1,418.1"
06052018FTEIn,2018,0605,Amherst-Pelham,FTEIn,"1,341.7","1,341.7"
06052018FTEOut,2018,0605,Amherst-Pelham,FTEOut,169.7,169.7
06052018FTEs,2018,0605,Amherst-Pelham,FTEs,"1,511.4","1,511.4"
06102018FTEIn,2018,0610,Ashburnham-Westminster,FTEIn,"2,375.5","2,375.5"
06102018FTEOut,2018,0610,Ashburnham-Westminster,FTEOut,78.6,78.6
06102018FTEs,2018,0610,Ashburnham-Westminster,FTEs,"2,454.1","2,454.1"
06152018FTEIn,2018,0615,Athol-Royalston,FTEIn,"1,497.8","1,497.8"
06152018FTEOut,2018,0615,Athol-Royalston,FTEOut,386.2,386.2
06152018FTEs,2018,0615,Athol-Royalston,FTEs,"1,884.0","1,884.0"
06162018FTEIn,2018,0616,Ayer Shirley,FTEIn,"1,693.1","1,693.1"
06162018FTEOut,2018,0616,Ayer Shirley,FTEOut,250.0,250.0
06162018FTEs,2018,0616,Ayer Shirley,FTEs,"1,943.1","1,943.1"
06182018FTEIn,2018,0618,Berkshire Hills,FTEIn,"1,239.4","1,239.4"
06182018FTEOut,2018,0618,Berkshire Hills,FTEOut,121.4,121.4
06182018FTEs,2018,0618,Berkshire Hills,FTEs,"1,360.8","1,360.8"
06202018FTEIn,2018,0620,Berlin-Boylston,FTEIn,588.2,588.2
06202018FTEOut,2018,0620,Berlin-Boylston,FTEOut,48.2,48.2
06202018FTEs,2018,0620,Berlin-Boylston,FTEs,636.4,636.4
06222018FTEIn,2018,0622,Blackstone-Millville,FTEIn,"1,694.2","1,694.2"
06222018FTEOut,2018,0622,Blackstone-Millville,FTEOut,126.4,126.4
06222018FTEs,2018,0622,Blackstone-Millville,FTEs,"1,820.6","1,820.6"
06252018FTEIn,2018,0625,Bridgewater-Raynham,FTEIn,"5,350.3","5,350.3"
06252018FTEOut,2018,0625,Bridgewater-Raynham,FTEOut,212.6,212.6
06252018FTEs,2018,0625,Bridgewater-Raynham,FTEs,"5,562.9","5,562.9"
06322018FTEIn,2018,0632,Chesterfield-Goshen,FTEIn,137.6,137.6
06322018FTEOut,2018,0632,Chesterfield-Goshen,FTEOut,17.2,17.2
06322018FTEs,2018,0632,Chesterfield-Goshen,FTEs,154.8,154.8
06352018FTEIn,2018,0635,Central Berkshire,FTEIn,"1,610.3","1,610.3"
06352018FTEOut,2018,0635,Central Berkshire,FTEOut,224.1,224.1
06352018FTEs,2018,0635,Central Berkshire,FTEs,"1,834.4","1,834.4"
06402018FTEIn,2018,0640,Concord-Carlisle,FTEIn,"1,265.3","1,265.3"
06402018FTEOut,2018,0640,Concord-Carlisle,FTEOut,49.9,49.9
06402018FTEs,2018,0640,Concord-Carlisle,FTEs,"1,315.2","1,315.2"
06452018FTEIn,2018,0645,Dennis-Yarmouth,FTEIn,"3,000.6","3,000.6"
06452018FTEOut,2018,0645,Dennis-Yarmouth,FTEOut,553.0,553.0
06452018FTEs,2018,0645,Dennis-Yarmouth,FTEs,"3,553.6","3,553.6"
06502018FTEIn,2018,0650,Dighton-Rehoboth,FTEIn,"2,895.1","2,895.1"
06502018FTEOut,2018,0650,Dighton-Rehoboth,FTEOut,68.7,68.7
06502018FTEs,2018,0650,Dighton-Rehoboth,FTEs,"2,963.8","2,963.8"
06552018FTEIn,2018,0655,Dover-Sherborn,FTEIn,"1,175.0","1,175.0"
06552018FTEOut,2018,0655,Dover-Sherborn,FTEOut,35.7,35.7
06552018FTEs,2018,0655,Dover-Sherborn,FTEs,"1,210.7","1,210.7"
06582018FTEIn,2018,0658,Dudley-Charlton,FTEIn,"3,931.6","3,931.6"
06582018FTEOut,2018,0658,Dudley-Charlton,FTEOut,100.4,100.4
06582018FTEs,2018,0658,Dudley-Charlton,FTEs,"4,032.0","4,032.0"
06602018FTEIn,2018,0660,Nauset,FTEIn,"1,467.8","1,467.8"
06602018FTEOut,2018,0660,Nauset,FTEOut,140.1,140.1
06602018FTEs,2018,0660,Nauset,FTEs,"1,607.9","1,607.9"
06622018FTEIn,2018,0662,Farmington River,FTEIn,125.5,125.5
06622018FTEOut,2018,0662,Farmington River,FTEOut,142.9,142.9
06622018FTEs,2018,0662,Farmington River,FTEs,268.4,268.4
06652018FTEIn,2018,0665,Freetown-Lakeville,FTEIn,"2,810.3","2,810.3"
06652018FTEOut,2018,0665,Freetown-Lakeville,FTEOut,120.5,120.5
06652018FTEs,2018,0665,Freetown-Lakeville,FTEs,"2,930.8","2,930.8"
06702018FTEIn,2018,0670,Frontier,FTEIn,626.5,626.5
06702018FTEOut,2018,0670,Frontier,FTEOut,102.3,102.3
06702018FTEs,2018,0670,Frontier,FTEs,728.8,728.8
06722018FTEIn,2018,0672,Gateway,FTEIn,830.8,830.8
06722018FTEOut,2018,0672,Gateway,FTEOut,105.5,105.5
06722018FTEs,2018,0672,Gateway,FTEs,936.3,936.3
06732018FTEIn,2018,0673,Groton-Dunstable,FTEIn,"2,428.5","2,428.5"
06732018FTEOut,2018,0673,Groton-Dunstable,FTEOut,110.9,110.9
06732018FTEs,2018,0673,Groton-Dunstable,FTEs,"2,539.4","2,539.4"
06742018FTEIn,2018,0674,Gill-Montague,FTEIn,972.4,972.4
06742018FTEOut,2018,0674,Gill-Montague,FTEOut,313.4,313.4
06742018FTEs,2018,0674,Gill-Montague,FTEs,"1,285.8","1,285.8"
06752018FTEIn,2018,0675,Hamilton-Wenham,FTEIn,"1,751.9","1,751.9"
06752018FTEOut,2018,0675,Hamilton-Wenham,FTEOut,61.8,61.8
06752018FTEs,2018,0675,Hamilton-Wenham,FTEs,"1,813.7","1,813.7"
06802018FTEIn,2018,0680,Hampden-Wilbraham,FTEIn,"3,068.2","3,068.2"
06802018FTEOut,2018,0680,Hampden-Wilbraham,FTEOut,66.1,66.1
06802018FTEs,2018,0680,Hampden-Wilbraham,FTEs,"3,134.3","3,134.3"
06832018FTEIn,2018,0683,Hampshire,FTEIn,701.5,701.5
06832018FTEOut,2018,0683,Hampshire,FTEOut,110.3,110.3
06832018FTEs,2018,0683,Hampshire,FTEs,811.8,811.8
06852018FTEIn,2018,0685,Hawlemont,FTEIn,162.7,162.7
06852018FTEOut,2018,0685,Hawlemont,FTEOut,23.7,23.7
06852018FTEs,2018,0685,Hawlemont,FTEs,186.4,186.4
06902018FTEIn,2018,0690,King Philip,FTEIn,"2,035.9","2,035.9"
06902018FTEOut,2018,0690,King Philip,FTEOut,96.5,96.5
06902018FTEs,2018,0690,King Philip,FTEs,"2,132.4","2,132.4"
06952018FTEIn,2018,0695,Lincoln-Sudbury,FTEIn,"1,489.5","1,489.5"
06952018FTEOut,2018,0695,Lincoln-Sudbury,FTEOut,64.8,64.8
06952018FTEs,2018,0695,Lincoln-Sudbury,FTEs,"1,554.3","1,554.3"
06982018FTEIn,2018,0698,Manchester Essex,FTEIn,"1,378.8","1,378.8"
06982018FTEOut,2018,0698,Manchester Essex,FTEOut,28.6,28.6
06982018FTEs,2018,0698,Manchester Essex,FTEs,"1,407.4","1,407.4"
07002018FTEIn,2018,0700,Marthas Vineyard,FTEIn,631.7,631.7
07002018FTEOut,2018,0700,Marthas Vineyard,FTEOut,43.0,43.0
07002018FTEs,2018,0700,Marthas Vineyard,FTEs,674.7,674.7
07052018FTEIn,2018,0705,Masconomet,FTEIn,"1,792.6","1,792.6"
07052018FTEOut,2018,0705,Masconomet,FTEOut,51.7,51.7
07052018FTEs,2018,0705,Masconomet,FTEs,"1,844.3","1,844.3"
07102018FTEIn,2018,0710,Mendon-Upton,FTEIn,"2,252.3","2,252.3"
07102018FTEOut,2018,0710,Mendon-Upton,FTEOut,108.7,108.7
07102018FTEs,2018,0710,Mendon-Upton,FTEs,"2,361.0","2,361.0"
07122018FTEIn,2018,0712,Monomoy,FTEIn,"1,873.5","1,873.5"
07122018FTEOut,2018,0712,Monomoy,FTEOut,306.9,306.9
07122018FTEs,2018,0712,Monomoy,FTEs,"2,180.4","2,180.4"
07152018FTEIn,2018,0715,Mount Greylock,FTEIn,531.5,531.5
07152018FTEOut,2018,0715,Mount Greylock,FTEOut,47.8,47.8
07152018FTEs,2018,0715,Mount Greylock,FTEs,579.3,579.3
07172018FTEIn,2018,0717,Mohawk Trail,FTEIn,925.4,925.4
07172018FTEOut,2018,0717,Mohawk Trail,FTEOut,206.2,206.2
07172018FTEs,2018,0717,Mohawk Trail,FTEs,"1,131.6","1,131.6"
07202018FTEIn,2018,0720,Narragansett,FTEIn,"1,449.3","1,449.3"
07202018FTEOut,2018,0720,Narragansett,FTEOut,156.7,156.7
07202018FTEs,2018,0720,Narragansett,FTEs,"1,606.0","1,606.0"
07252018FTEIn,2018,0725,Nashoba,FTEIn,"3,314.1","3,314.1"
07252018FTEOut,2018,0725,Nashoba,FTEOut,141.8,141.8
07252018FTEs,2018,0725,Nashoba,FTEs,"3,455.9","3,455.9"
07282018FTEIn,2018,0728,New Salem-Wendell,FTEIn,158.9,158.9
07282018FTEOut,2018,0728,New Salem-Wendell,FTEOut,8.4,8.4
07282018FTEs,2018,0728,New Salem-Wendell,FTEs,167.3,167.3
07302018FTEIn,2018,0730,Northboro-Southboro,FTEIn,"1,433.4","1,433.4"
07302018FTEOut,2018,0730,Northboro-Southboro,FTEOut,41.7,41.7
07302018FTEs,2018,0730,Northboro-Southboro,FTEs,"1,475.1","1,475.1"
07352018FTEIn,2018,0735,North Middlesex,FTEIn,"3,042.0","3,042.0"
07352018FTEOut,2018,0735,North Middlesex,FTEOut,230.0,230.0
07352018FTEs,2018,0735,North Middlesex,FTEs,"3,272.0","3,272.0"
07402018FTEIn,2018,0740,Old Rochester,FTEIn,"1,254.5","1,254.5"
07402018FTEOut,2018,0740,Old Rochester,FTEOut,15.4,15.4
07402018FTEs,2018,0740,Old Rochester,FTEs,"1,269.9","1,269.9"
07452018FTEIn,2018,0745,Pentucket,FTEIn,"2,458.4","2,458.4"
07452018FTEOut,2018,0745,Pentucket,FTEOut,102.3,102.3
07452018FTEs,2018,0745,Pentucket,FTEs,"2,560.7","2,560.7"
07502018FTEIn,2018,0750,Pioneer Valley,FTEIn,774.2,774.2
07502018FTEOut,2018,0750,Pioneer Valley,FTEOut,93.0,93.0
07502018FTEs,2018,0750,Pioneer Valley,FTEs,867.2,867.2
07532018FTEIn,2018,0753,Quabbin,FTEIn,"2,209.5","2,209.5"
07532018FTEOut,2018,0753,Quabbin,FTEOut,175.4,175.4
07532018FTEs,2018,0753,Quabbin,FTEs,"2,384.9","2,384.9"
07552018FTEIn,2018,0755,Ralph C Mahar,FTEIn,772.9,772.9
07552018FTEOut,2018,0755,Ralph C Mahar,FTEOut,95.0,95.0
07552018FTEs,2018,0755,Ralph C Mahar,FTEs,867.9,867.9
07602018FTEIn,2018,0760,Silver Lake,FTEIn,"1,854.3","1,854.3"
07602018FTEOut,2018,0760,Silver Lake,FTEOut,74.8,74.8
07602018FTEs,2018,0760,Silver Lake,FTEs,"1,929.1","1,929.1"
07632018FTEIn,2018,0763,Somerset Berkley,FTEIn,978.2,978.2
07632018FTEOut,2018,0763,Somerset Berkley,FTEOut,44.0,44.0
07632018FTEs,2018,0763,Somerset Berkley,FTEs,"1,022.2","1,022.2"
07652018FTEIn,2018,0765,Southern Berkshire,FTEIn,673.1,673.1
07652018FTEOut,2018,0765,Southern Berkshire,FTEOut,110.8,110.8
07652018FTEs,2018,0765,Southern Berkshire,FTEs,783.9,783.9
07662018FTEIn,2018,0766,Southwick-Tolland-Granville,FTEIn,"1,521.1","1,521.1"
07662018FTEOut,2018,0766,Southwick-Tolland-Granville,FTEOut,101.6,101.6
07662018FTEs,2018,0766,Southwick-Tolland-Granville,FTEs,"1,622.7","1,622.7"
07672018FTEIn,2018,0767,Spencer-E Brookfield,FTEIn,"1,397.7","1,397.7"
07672018FTEOut,2018,0767,Spencer-E Brookfield,FTEOut,297.1,297.1
07672018FTEs,2018,0767,Spencer-E Brookfield,FTEs,"1,694.8","1,694.8"
07702018FTEIn,2018,0770,Tantasqua,FTEIn,"1,757.2","1,757.2"
07702018FTEOut,2018,0770,Tantasqua,FTEOut,38.5,38.5
07702018FTEs,2018,0770,Tantasqua,FTEs,"1,795.7","1,795.7"
07732018FTEIn,2018,0773,Triton,FTEIn,"2,506.7","2,506.7"
07732018FTEOut,2018,0773,Triton,FTEOut,155.4,155.4
07732018FTEs,2018,0773,Triton,FTEs,"2,662.1","2,662.1"
07742018FTEIn,2018,0774,Up-Island,FTEIn,400.8,400.8
07742018FTEOut,2018,0774,Up-Island,FTEOut,58.6,58.6
07742018FTEs,2018,0774,Up-Island,FTEs,459.4,459.4
07752018FTEIn,2018,0775,Wachusett,FTEIn,"7,207.1","7,207.1"
07752018FTEOut,2018,0775,Wachusett,FTEOut,233.5,233.5
07752018FTEs,2018,0775,Wachusett,FTEs,"7,440.6","7,440.6"
07782018FTEIn,2018,0778,Quaboag,FTEIn,"1,342.1","1,342.1"
07782018FTEOut,2018,0778,Quaboag,FTEOut,89.3,89.3
07782018FTEs,2018,0778,Quaboag,FTEs,"1,431.4","1,431.4"
07802018FTEIn,2018,0780,Whitman-Hanson,FTEIn,"3,866.5","3,866.5"
07802018FTEOut,2018,0780,Whitman-Hanson,FTEOut,115.5,115.5
07802018FTEs,2018,0780,Whitman-Hanson,FTEs,"3,982.0","3,982.0"
08012018FTEIn,2018,0801,Assabet Valley Regional Vocational Technical,FTEIn,"1,138.8","1,138.8"
08012018FTEOut,2018,0801,Assabet Valley Regional Vocational Technical,FTEOut,less than 6,less than 6
08012018FTEs,2018,0801,Assabet Valley Regional Vocational Technical,FTEs,"1,139.8","1,139.8"
08052018FTEIn,2018,0805,Blackstone Valley Regional Vocational Technical,FTEIn,"1,232.0","1,232.0"
08052018FTEOut,2018,0805,Blackstone Valley Regional Vocational Technical,FTEOut,less than 6,less than 6
08052018FTEs,2018,0805,Blackstone Valley Regional Vocational Technical,FTEs,"1,236.0","1,236.0"
08062018FTEIn,2018,0806,Blue Hills Regional Vocational Technical,FTEIn,890.3,890.3
08062018FTEOut,2018,0806,Blue Hills Regional Vocational Technical,FTEOut,0.0,0.0
08062018FTEs,2018,0806,Blue Hills Regional Vocational Technical,FTEs,890.3,890.3
08102018FTEIn,2018,0810,Bristol-Plymouth Regional Vocational Technical,FTEIn,"1,309.8","1,309.8"
08102018FTEOut,2018,0810,Bristol-Plymouth Regional Vocational Technical,FTEOut,12.8,12.8
08102018FTEs,2018,0810,Bristol-Plymouth Regional Vocational Technical,FTEs,"1,322.6","1,322.6"
08152018FTEIn,2018,0815,Cape Cod Regional Vocational Technical,FTEIn,582.1,582.1
08152018FTEOut,2018,0815,Cape Cod Regional Vocational Technical,FTEOut,less than 6,less than 6
08152018FTEs,2018,0815,Cape Cod Regional Vocational Technical,FTEs,585.1,585.1
08172018FTEIn,2018,0817,Essex North Shore,FTEIn,"1,346.8","1,346.8"
08172018FTEOut,2018,0817,Essex North Shore,FTEOut,8.0,8.0
08172018FTEs,2018,0817,Essex North Shore,FTEs,"1,354.8","1,354.8"
08182018FTEIn,2018,0818,Franklin County Regional Vocational Technical,FTEIn,465.2,465.2
08182018FTEOut,2018,0818,Franklin County Regional Vocational Technical,FTEOut,less than 6,less than 6
08182018FTEs,2018,0818,Franklin County Regional Vocational Technical,FTEs,466.0,466.0
08212018FTEIn,2018,0821,Greater Fall River Regional Vocational Technical,FTEIn,"1,427.8","1,427.8"
08212018FTEOut,2018,0821,Greater Fall River Regional Vocational Technical,FTEOut,9.5,9.5
08212018FTEs,2018,0821,Greater Fall River Regional Vocational Technical,FTEs,"1,437.3","1,437.3"
08232018FTEIn,2018,0823,Greater Lawrence Regional Vocational Technical,FTEIn,"1,473.7","1,473.7"
08232018FTEOut,2018,0823,Greater Lawrence Regional Vocational Technical,FTEOut,36.9,36.9
08232018FTEs,2018,0823,Greater Lawrence Regional Vocational Technical,FTEs,"1,510.6","1,510.6"
08252018FTEIn,2018,0825,Greater New Bedford Regional Vocational Technical,FTEIn,"2,114.6","2,114.6"
08252018FTEOut,2018,0825,Greater New Bedford Regional Vocational Technical,FTEOut,less than 6,less than 6
08252018FTEs,2018,0825,Greater New Bedford Regional Vocational Technical,FTEs,"2,118.6","2,118.6"
08282018FTEIn,2018,0828,Greater Lowell Regional Vocational Technical,FTEIn,"2,269.9","2,269.9"
08282018FTEOut,2018,0828,Greater Lowell Regional Vocational Technical,FTEOut,37.3,37.3
08282018FTEs,2018,0828,Greater Lowell Regional Vocational Technical,FTEs,"2,307.2","2,307.2"
08292018FTEIn,2018,0829,South Middlesex Regional Vocational Technical,FTEIn,713.1,713.1
08292018FTEOut,2018,0829,South Middlesex Regional Vocational Technical,FTEOut,0.0,0.0
08292018FTEs,2018,0829,South Middlesex Regional Vocational Technical,FTEs,713.1,713.1
08302018FTEIn,2018,0830,Minuteman Regional Vocational Technical,FTEIn,564.3,564.3
08302018FTEOut,2018,0830,Minuteman Regional Vocational Technical,FTEOut,less than 6,less than 6
08302018FTEs,2018,0830,Minuteman Regional Vocational Technical,FTEs,568.1,568.1
08322018FTEIn,2018,0832,Montachusett Regional Vocational Technical,FTEIn,"1,413.9","1,413.9"
08322018FTEOut,2018,0832,Montachusett Regional Vocational Technical,FTEOut,53.6,53.6
08322018FTEs,2018,0832,Montachusett Regional Vocational Technical,FTEs,"1,467.5","1,467.5"
08512018FTEIn,2018,0851,Northern Berkshire Regional Vocational Technical,FTEIn,474.4,474.4
08512018FTEOut,2018,0851,Northern Berkshire Regional Vocational Technical,FTEOut,less than 6,less than 6
08512018FTEs,2018,0851,Northern Berkshire Regional Vocational Technical,FTEs,476.4,476.4
08522018FTEIn,2018,0852,Nashoba Valley Regional Vocational Technical,FTEIn,695.2,695.2
08522018FTEOut,2018,0852,Nashoba Valley Regional Vocational Technical,FTEOut,0.0,0.0
08522018FTEs,2018,0852,Nashoba Valley Regional Vocational Technical,FTEs,695.2,695.2
08532018FTEIn,2018,0853,Northeast Metropolitan Regional Vocational Technical,FTEIn,"1,211.1","1,211.1"
08532018FTEOut,2018,0853,Northeast Metropolitan Regional Vocational Technical,FTEOut,0.0,0.0
08532018FTEs,2018,0853,Northeast Metropolitan Regional Vocational Technical,FTEs,"1,211.1","1,211.1"
08552018FTEIn,2018,0855,Old Colony Regional Vocational Technical,FTEIn,524.7,524.7
08552018FTEOut,2018,0855,Old Colony Regional Vocational Technical,FTEOut,less than 6,less than 6
08552018FTEs,2018,0855,Old Colony Regional Vocational Technical,FTEs,527.1,527.1
08602018FTEIn,2018,0860,Pathfinder Regional Vocational Technical,FTEIn,605.1,605.1
08602018FTEOut,2018,0860,Pathfinder Regional Vocational Technical,FTEOut,15.4,15.4
08602018FTEs,2018,0860,Pathfinder Regional Vocational Technical,FTEs,620.5,620.5
08712018FTEIn,2018,0871,Shawsheen Valley Regional Vocational Technical,FTEIn,"1,274.3","1,274.3"
08712018FTEOut,2018,0871,Shawsheen Valley Regional Vocational Technical,FTEOut,11.0,11.0
08712018FTEs,2018,0871,Shawsheen Valley Regional Vocational Technical,FTEs,"1,285.3","1,285.3"
08722018FTEIn,2018,0872,Southeastern Regional Vocational Technical,FTEIn,"1,509.3","1,509.3"
08722018FTEOut,2018,0872,Southeastern Regional Vocational Technical,FTEOut,less than 6,less than 6
08722018FTEs,2018,0872,Southeastern Regional Vocational Technical,FTEs,"1,511.3","1,511.3"
08732018FTEIn,2018,0873,South Shore Regional Vocational Technical,FTEIn,639.8,639.8
08732018FTEOut,2018,0873,South Shore Regional Vocational Technical,FTEOut,0.0,0.0
08732018FTEs,2018,0873,South Shore Regional Vocational Technical,FTEs,639.8,639.8
08762018FTEIn,2018,0876,Southern Worcester County Regional Vocational Technical,FTEIn,"1,085.6","1,085.6"
08762018FTEOut,2018,0876,Southern Worcester County Regional Vocational Technical,FTEOut,32.4,32.4
08762018FTEs,2018,0876,Southern Worcester County Regional Vocational Technical,FTEs,"1,118.0","1,118.0"
08782018FTEIn,2018,0878,Tri County Regional Vocational Technical,FTEIn,"1,024.1","1,024.1"
08782018FTEOut,2018,0878,Tri County Regional Vocational Technical,FTEOut,0.0,0.0
08782018FTEs,2018,0878,Tri County Regional Vocational Technical,FTEs,"1,024.1","1,024.1"
08792018FTEIn,2018,0879,Upper Cape Cod Regional Vocational Technical,FTEIn,791.5,791.5
08792018FTEOut,2018,0879,Upper Cape Cod Regional Vocational Technical,FTEOut,7.0,7.0
08792018FTEs,2018,0879,Upper Cape Cod Regional Vocational Technical,FTEs,798.5,798.5
08852018FTEIn,2018,0885,Whittier Regional Vocational Technical,FTEIn,"1,216.7","1,216.7"
08852018FTEOut,2018,0885,Whittier Regional Vocational Technical,FTEOut,less than 6,less than 6
08852018FTEs,2018,0885,Whittier Regional Vocational Technical,FTEs,"1,218.4","1,218.4"
09102018FTEIn,2018,0910,Bristol County Agricultural,FTEIn,456.5,456.5
09102018FTEOut,2018,0910,Bristol County Agricultural,FTEOut,0.0,0.0
09102018FTEs,2018,0910,Bristol County Agricultural,FTEs,456.5,456.5
09152018FTEIn,2018,0915,Norfolk County Agricultural,FTEIn,534.7,534.7
09152018FTEOut,2018,0915,Norfolk County Agricultural,FTEOut,0.0,0.0
09152018FTEs,2018,0915,Norfolk County Agricultural,FTEs,534.7,534.7
00002019FTEIn,2019,0000,State,FTEIn,"903,055.1","903,055.1"
